material,bandgap
Ca5(GaAs3)2,0.10360000000000014
Ca14GaAs11,0.5969000000000002
Ca3GaAs3,0.33299999999999974
Ca(GaSe2)2,2.0981
Ca3Ga3Rh2,0.0
Ca3(GaPd)2,0.0
Ca5(GaSb3)2,0.0
Ca(Ga3Te5)2,0.9728000000000003
Ca3Ga3Ir2,0.0
CaGaPt,0.029300000000000104
Ca3(GaPt)2,0.0
CaGaAu,0.0
CaGaAu3,0.0
Ca3(GeAs2)2,0.6160999999999999
SrCaGe,0.4478
Ca(GeRu)2,0.0030999999999998806
Ca(GeRh)2,0
Ca(GePd)2,0
Ca(AgGe)2,0.0
CaCdGe,0.0032999999999998586
BaCaGe,0.19589999999999996
Ca(GeIr)2,0
CaGePt,0.0
CaGeAu,0.0
Ca3AsBr3,1.6656999999999997
RbCaAs,1.3010000000000002
Ca(AsRu)2,0.0
Ca(As2Rh3)2,0.0
Ca(AsPd)2,0.0
CaAsPd,0.16080000000000005
CaAgAs,0.019599999999999618
Ca(CdAs)2,0.2208000000000001
Ca3(InAs2)2,0.005199999999999871
Ca5(SnAs3)2,0.24129999999999985
Ca2AsI,1.5571000000000002
Ca4As7Ir8,0.0
CaAsPt,0.0
CaAsAu,0.0
Ca2AsAu,0.37650000000000006
RbCaBr3,4.2996
CaInBr3,3.136
Cs2CaBr4,4.4815000000000005
CsCaBr3,4.3924
RbCaSb,1.4979000000000002
RbCaI3,3.5984999999999996
SrCaSn,0.2909999999999999
SrCaPb,0.27680000000000016
CaYRh2,0.0
CaYHg2,0.08689999999999998
CaIn4Rh,0.0
CaInRh,0.0
CaSn2Rh,0.0
CaSnRh2,0.0
Ca3Sn13Rh4,0.0
CaNdRh2,0.0
PmCaRh2,0.021000000000000796
CaSmRh2,0.0
CaDyRh2,0.0
CaHoRh2,0.0
CaErRh2,0.0
CaThRh2,0.12260000000000026
CaCdPd2,0.0
CaIn4Pd,0.0
Ca2InPd2,0.0
CaInPd,0.0
CaIn2Pd,0.0
CaSn2Pd,0.0
CaSnPd,0.0
Ca2Sb4Pd3,0
PmCaPd2,0
CaPdPb,0.0
Ca3(Bi2Pd)4,0.0
CaBiPd2,0.0
CaAg2Sn,0
Ca2AgSn,0
CaAgSb,0.0
CaLaAg2,0.0
CaPrAg2,0
Ca2AgPb,0.0
CaAgBi,0.0
Ca2CdIn,0.0
Ca2CdSn,0.0
CaCdSn,0.0
Ca(CdSb)2,0.10569999999999968
Ca2CdSb2,0.3210999999999995
CaLaCd2,0.08319999999999972
CaPrCd2,0.006600000000000161
CaNdCd2,0.0
PmCaCd2,0.006400000000000183
CaSmCd2,0.0
CaCdAu2,0.0
CaCdAu,0.0
CaCdHg2,0
Ca2TlCd,0
CaCdPb,0.0
Ca2CdPb,0.0
Ca9Cd4Bi9,0.07719999999999994
Ca11InSb9,0.8375000000000004
Ca5(InSb3)2,0.024399999999999977
EuCaIn2,0.04349999999999987
CaIn2Ir,0.0
CaIn4Ir,0.0
CaInPt,0.0
CaIn2Pt,0.0
Ca2InPt2,0.0
Ca3InAu3,0.0
CaIn2Au,0.0
CaInAu,0.0
Ca4In3Au10,0.0
Ca2In4Au3,0.0
CaInHg2,0.0
CaAcIn2,0.19629999999999992
BaCaSn3,0.0
BaCaSn,0.24659999999999993
CaSn2Ir,0.0
Ca2Sn5Pt3,0.0
CaSnAu2,0.0
CaSnAu,0.0
Ca2SnHg,0.13480000000000025
CaSnHg,0.0
CaSbPt,0.0
Ca2SbAu,0.19599999999999973
CaSbAu,0
CsCaI3,3.6642
CaPbI4,2.8227
CaLaHg2,0
CaCeHg2,0.004999999999999893
CaPrHg2,0.0
CaNdHg2,0
PmCaPt2,0
PmCaAu2,0.0
PmCaHg2,0
CaSmHg2,0
CaDyHg2,0.15079999999999982
Ca2PbAu2,0.0
CaBiAu,0.0
Ca2BiAu,0.3122999999999996
Ca2HgPb,0.20899999999999963
CaAcHg2,0
Ca2TlPb,0.0
Sc(TiGa2)2,0.00509999999999966
ScTiRu2,0.0
Sc(VGa2)2,0
Sc2V3Ge4,0.0
ScVRu2,0.0
Sc3(MnGa3)2,0.0
Sc(MnGe)6,0.0
Sc2MnSe4,0.0
ScMnRh2,0.0
Sc(MnSn)6,0.0
Sc(GaFe)6,0.0
Sc3(Ga3Fe)2,0.0
Sc(FeGe)6,0.015500000000000291
ScFeGe,0.0
Sc6FeSb2,0
Sc6FeTe2,0.0
ScGa5Co,0.04630000000000045
ScGaCo2,0.0
ScCoGe2,0.0
Sc3Co2Ge3,0.0
Sc2CoRu,0.0
ScCo2Sn,0.0
Sc7CoI12,0.24110000000000031
HfScCo2,0.0
Sc2CoIr,0.007000000000000561
ScGa5Ni,0.055000000000000604
ScGa2Ni,0.0
ScGaNi2,0.0
ScNiGe,0.0
Sc3(NiGe)4,0.0
Sc6Ni16Ge7,0.0
Sc6Ni18Ge11,0.0039999999999995595
Sc2TcNi,0
Sc2NiRu,0.0838000000000001
Sc2InNi2,0.0
ScInNi2,0.0
ScNi4Sn,0.0
Sc2Ni2Sn,0.0
ScNi2Sn,0.0
ScNiSn,0.0
ScNiSb,0.2679999999999998
Sc5(NiTe)2,0.0
Sc6NiTe2,0.0
Sc2NiOs,0.0
Sc2NiIr,0.0
Sc2NiPt,0
ScNiBi,0.18440000000000012
ScZnCu2,0.0
Sc2GaCu,0.016899999999999693
ScGaCu2,0.0
ScCuSe2,0.6572000000000005
Sc2TcCu,0.0
Sc2CuRu,0.0
ScInCu4,0.0
ScInCu2,0.0
ScCuSn,0.0
Sc2CuOs,0.0
Sc2CuIr,0.011199999999999655
Sc2CuPt,0.0
Sc2ZnGa,0.0
Sc2ZnSe4,0.13960000000000017
Sc2ZnTc,0.0
Sc2ZnRu,0.0
ScZnRh2,0.1759000000000004
ScZnPd2,0
Sc2ZnOs,0.0
Sc2ZnIr,0
ScZnPt2,0
ScZn2Pt,0.0
Sc2ZnPt,0
Sc2ZnAu,0
Sc2GaTc,0.03959999999999919
Sc6Ga16Ru7,0.0
Sc2GaRu,0
ScGaRh2,0.1238999999999999
ScGaPd2,0.0
Sc2GaOs,0.04699999999999971
ScGaIr2,0.10070000000000068
ScGaPt2,0
ScGeRu,0.0
Sc4Ge6Rh7,0.0
PrScGe,0.0
NdScGe,0.0
GdScGe,0
TbScGe,0.0
ScGeAu,0.0
ScAgSe2,0.6802000000000001
ScTlSe2,0.6128
Sc2PbSe4,1.2338
CsScBr3,0.0
RbSc5Te8,0.3273999999999999
ZrScOs2,0.0
ScNbTc2,0.06550000000000011
ScNbRu2,0.03989999999999938
ScNbOs2,0.08499999999999996
ScTc2Mo,0.0
Sc2TcPd,0
Sc2TcAg,0.0354000000000001
Sc2CdTc,0
ScTaTc2,0.0
ScTc2W,0.0
ScReTc2,0.0
Sc2TcPt,0.0
Sc2TcAu,0.0
Sc2TcHg,0.0
Sc2TlTc,0.0
ThScTc2,0.0
ScPaTc2,0
ScUTc2,0.0019999999999988916
Sc2RuRh,0.0
Sc2RuPd,0.0
Sc2AgRu,0.15720000000000045
ScSnRu2,0.0
ScSbRu2,0.0
HoScRu2,0.0
TmScRu2,0.0
HfScRu2,0.0
ScTaRu2,0.0
Sc2RuIr,0.07800000000000029
Sc2RuPt,0.028700000000000614
Sc2RuAu,0.0691000000000006
ScPaRu2,0.03539999999999921
ScCdRh2,0.0
Sc5(In2Rh)2,0.0
ScInRh2,0.0
ScSnRh2,0.007199999999999207
ScSbRh2,0
Sc6Te2Rh,0.0
YbScRh2,0.028500000000000192
HfScRh2,0.04519999999999946
ScTlRh2,0.2062999999999997
ScRh2Pb,0.06479999999999997
ScCdPd2,0.019400000000000084
ScInPd2,0.0
ScSnPd,0.0
ScSnPd2,0.0
ScSbPd,0.27830000000000066
Sc2OsPd,0.0
Sc2IrPd,0.0
Sc2PdPt,0.0
ScCdAg2,0
ScInAg2,0.0
Sc2InAg,0.1214000000000004
Sc2AgOs,0.0
Sc2AgAu,0.0
Sc2AgHg,0.0
Sc2TlAg,0.0
Sc2CdIn,0
ScCdHg2,0.0
Sc2TlCd,0.0
ScInIr2,0.18510000000000026
ScInPt,0.0
ScInPt2,0.0
ScInAu2,0.0
ScSnPt,0.0
ScSnAu,0.12450000000000028
DyScSb,0.0
ScSbPt,0.6440999999999999
ScU3Sb5,0
Sc6Te2Os,0.0
ScTlTe2,0.058100000000000485
La3ScBi5,0.0
HfScOs2,0.0
ScTaOs2,0.19140000000000068
Sc2OsPt,0.0
ScPaOs2,0.027099999999999014
TiMn2V,0.01720000000000077
TiVTc2,0.0
TiVRe2,0.0
Ti2VIr,0.0
Ti2CrIr,0.12330000000000041
Ti2MnFe,0.0
Ti2MnCo,0.0
TiMnCo2,0.007400000000000517
Ti2MnNi,0
TiMn2Ge,0.0
Ti2MnRu,0.0
TiMnRh2,0.0
Ti2MnRh,0.000300000000000189
TaTiMn2,0.0
TiMn2W,0.0
Ti2MnOs,0.027499999999999858
Ti2MnIr,0.0
Ti4MnBi2,0.0
TiGaFe2,0.0
TiFe2Ge,0.0013999999999994017
TiFe2Sn,0.049599999999999866
TiFeSb,0.0
TiFeTe,0.24670000000000059
TaTiFe2,0.0
Ti2FeIr,0.0
Ti4FeBi2,0.0
TiZnCo2,0.0
TiGaCo2,0.0
TiCoGe,0.0
TiCo2Ge,0.0
Ti2CoTc,0.031299999999999883
TiInCo2,0.010500000000000398
TiCo2Sn,0.0
TiCoSb,1.0520000000000005
Ti2CoRe,0.005599999999999383
Ti2CoIr,0.0
Ti4CoBi2,0.029899999999999594
TiZnNi2,0
TiGaNi2,0.0
TiGaNi,0.0
TiNiGe,0.0
Ti2NiMo,0.0038999999999997925
Ti2TcNi,0.0
Ti2InNi2,0.0
TiNiSn,0.4394999999999998
TiNiSb,0.0
Ti2ReNi,0
Ti4NiBi2,0.0
TiZnCu2,0.0
TiInCu2,0.0
Ti5CuSb2,0
TiCu2Te3,0.0
TiZnRh2,0.0
TiZnPd2,0
Ti2ZnRe,0.01359999999999939
TiZnIr2,0.0
TiZnAu2,0.04319999999999968
Zr(TiGa2)2,0.10339999999999971
Zr3Ti2Ga3,0.0
TiGaRu2,0
TiGaRh2,0.0
TiGaPd,0
TiGaPd2,0.0
Er(TiGa2)2,0.0
Tm(TiGa2)2,0.008799999999999919
Lu(TiGa2)2,0.020299999999999763
TiGaPt,0.0
YTiGe,0.0
TiGeRu2,0.007899999999999352
TiGePd,0.0
TiGeTe6,0.41830000000000034
LaTiGe3,0.0
LaTiGe,0.0
NdTiGe,0.0
SmTiGe,0.0
GdTiGe,0.05289999999999928
TbTiGe,0.0
Tb2Ti3Ge4,0.0
DyTiGe,0.0
HoTiGe,0.0
ErTiGe,0.0
TmTiGe,0.0
LuTiGe,0.0
TiGePt,0.8818999999999999
U3TiGe5,0.0
Sr4TiAs4,1.3504999999999998
ZrTiAs,0.0
TiAsRh,0.0
TiTeAs,0.0
Ba4TiAs4,1.036
RbTi5Se8,0.0
Ti(TlSe)4,2.1544
CsTiBr3,0.0
Rb3Ti3Te11,0.027000000000000135
TiNbTc2,0
TiNbRe2,0.040300000000000225
TiTc2Mo,0
Ti2MoIr,0.0
Ti2MoPt,0.008999999999998565
Ti2TcRu,0.07939999999999969
Ti2TcRh,0
Ti2TcPd,0
TiTc2Sb,0.0
TaTiTc2,0.0
TiTc2W,0.0
TiReTc2,0.0
Ti2TcOs,0.0
Ti2TcIr,0.0
Ti2TcPt,0.0
PaTiTc2,0.0
TiSnRu2,0.0
TaTiRu2,0.0
TiInRh2,0.0
Ti3In3Rh2,0.0
TiSnRh2,0.025100000000000122
Ti2ReRh,0.0
TiInPd2,0.0
TiSnPd,0.47060000000000013
TiSnPd2,0.07859999999999978
Ti2RePd,0
TiSnSb,0.0
TiSnPt,0.7908
La3TiSb5,0.0
U3TiSb5,0.0
TaTiRe2,0.0
TaTiOs2,0
TiRe2W,0.07129999999999992
Ti2IrW,0.0
Ti2ReOs,0.0
Ti2ReIr,0.0
MnV2Cr,0.0
V2CrFe,0.0
V2CrTc,0
V2CrRu,0.0
V2CrRe,0.020199999999999996
V2CrOs,0.0
Mn2VGa,0.0
Mn2VGe,0.044500000000000206
MnVRu2,0
MnV2Os,0.0004999999999997229
VGaFe2,0.0
VFeSb,0.3487
VGaCo2,0.0
VCo2Ge,0.0
V2Ga8Cu3,0.0
VCu3Se4,0.8164000000000002
VCu3Te4,0.5731999999999999
VZnRu2,0.0
VZnRh2,0
V4GaSe8,0.0
Zr(VGa2)2,0
VGaRu2,0.0
V2GaSn2,0.0
Er(VGa2)2,0.0
Hf(VGa2)2,0
V4GeSe8,0.0
ZrVGe,0.0
VTc2Ge,0.0
VGeRu2,0.0030999999999998806
HfVGe,0.0
RbVSe2,0.0
Tl3VSe4,1.6016000000000001
Rb3V2Br9,0.0
RbVBr3,0.6053000000000002
CsVBr3,0.6528
V2MoRu,0.0
V2MoW,0.0
V2ReMo,0.0
V2MoOs,0.0
V2TcRu,0
V2ReTc,0.04039999999999999
V2TcOs,0.0
Ta2VRu,0.0
V2ReRu,0.0
V2RuOs,0
CsVI3,0.5972999999999997
Ta2VOs,0.0
V2ReW,0.0
V2ReOs,0
Mn2CrCo,0.0
Mn(CrSe2)2,0
Ta2CrFe,0.010299999999999976
CrNiAs,0.0
Cr22Ni50Mo3,0
Cr2CuSe4,0.0
Cr2CuTe4,0.0
Zn(CrSe2)2,0.044099999999999806
CrGaSe3,0.0
CrGeTe3,0.0
LaCrGe3,0.0
CeCrGe3,0.0
RbCr5Se8,0.0035000000000002807
NbCrSe5,0
Nb3CrSe6,0
CrAgSe2,0.3380000000000001
Cr2CdSe4,0.33000000000000007
CrSbSe3,0.47529999999999983
CsCr5Se8,0.0020999999999999908
CeCrSe3,0.0
PrCrSe3,0.031799999999999606
Cr2HgSe4,0.0
TlCr5Se8,0.00039999999999995595
Cs3Cr2Br9,1.3066
RbCr5Te8,0.0
Ta2CrRu,0.0
CrSnRh2,0.0
Cr2AgTe4,0.0
CsCr5Te8,0.0
CrTe4Au,0.0
TlCrTe2,0.0
Cs3Cr2I9,1.0042
Ta2CrOs,0
MnFeAs,0
MnGaCo2,0.0
MnCoGe,0.005700000000000038
MnCo2Ge,0.0
MnCo2Sn,0.0
MnCoSb,0.0
MnGaNi2,0.0
MnNiGe,0.0
Mn6Ni16As7,0.0
MnNiSb,0.0
MnCuPd2,0.0
Mn8Zn14Ga27,0.0
MnZnRh2,0
MnZnIr2,0.0
MnGaGe,0.0
Mn(GaSe2)2,0.8566
MnGaRu2,0.0
MnGaRh2,0.0
Hf3(MnGa3)2,0.0
MnGaIr2,0.13519999999999932
MnGaPt,0.0
Mn2GeSe4,0.006400000000000183
Y(MnGe)2,0.0
Y(MnGe)6,0.0
ZrMnGe,0.03480000000000061
Zr(MnGe)6,0.0
MnNbGe,0.0
Mn9(NbGe4)2,0.021100000000000563
MnGeRu2,0.0
MnGeRh,0.0
MnGeRh2,0.0
La(MnGe)2,0.0
Ce(MnGe)2,0.0
Pr(MnGe)2,0.0
Nd(MnGe)2,0.0
Sm(MnGe)2,0.0
Gd(MnGe)2,0.0035999999999996035
Tb(MnGe)2,0.0
Dy(MnGe)6,0.0
Dy(MnGe)2,0.0
Ho(MnGe)2,0.0
Er(MnGe)6,0
Er(MnGe)2,0.0
Tm(MnGe)6,0.0
Tm(MnGe)2,0
Yb(MnGe)2,0.0
Lu(MnGe)6,0.0
LuMnGe2,0.0
Lu(MnGe)2,0.0
Th(MnGe)2,0.0
U(MnGe)2,0.0
Sr14MnAs11,0.10969999999999969
MnAsRu,0.0
MnAsRh,0
Ba(MnAs)2,0.0
Rb2Mn3Se4,0.4188000000000003
Rb2MnSe2,1.1227999999999998
Cs2Mn3Se4,0.4400999999999997
Cs2MnSe2,1.2429999999999999
Ba2MnSe3,1.0675
ThMnSe3,0.0
RbMnBr3,1.2465000000000002
CsMnBr3,1.2909000000000002
Cs3MnBr5,2.7134
Cs2MnBr4,2.5604
Rb2MnTe2,0.9598999999999998
Sr14MnSb11,0.6728000000000001
Sr14MnBi11,0.46930000000000005
Zr(MnSn)6,0.0
MnNbRu2,0.08840000000000003
MnSnRu2,0.0
MnSbRu2,0.0
TaMnRu2,0.0
MnInRh2,0.0
MnSnRh2,0.0
Hf2MnRh,0.0
HfMnRh2,0.0
Mn2RhPt,0.0
MnInPd2,0.0
MnSnPd2,0.0
Mn(InTe2)2,0.04090000000000016
Tb(MnSn)6,0.0
Ho(MnSn)6,0.0
Tm4Mn4Sn7,0.0
Tm(MnSn)6,0.0
Hf(MnSn)6,0.0
Yb14MnSb11,0.4706000000000006
MnSbPt,0.0
Cs2MnTe2,0.0
Cs2Mn3Te4,0.24839999999999973
Ba2MnTe3,0.8251999999999997
Cs3MnI5,2.2911
Ba14MnBi11,0.5320999999999998
Ho2MnOs,0.007100000000000328
Ho6MnBi2,0.0
Er6MnBi2,0.0
Tm2MnOs,0
Hf2MnIr,0.0
Ta2MnOs,0.0
GaFeCo2,0.0
FeCo2Ge,0.0
FeNiPt2,0.0
ZnFeRh2,0.0
Tb(Zn10Fe)2,0.05549999999999988
NbGaFe2,0.09220000000000006
GaFeRh2,0.0
Tb(GaFe)6,0.0
Tm2Ga8Fe,0.0
TaGaFe2,0.022800000000000153
PaGaFe2,0.0
U(GaFe)6,0.0031999999999996476
Y(FeGe)2,0.0
Zr(FeGe)6,0
Zr2Fe3Ge,0.012800000000000367
FeGeRu2,0.0
LaFeGe3,0.0
Ce(FeGe)2,0.0
CeFeGe3,0.0
Pr(FeGe)2,0.0
Nd(FeGe)2,0.0
Sm(FeGe)2,0.0
Gd(FeGe)2,0
Tb(FeGe)2,0.0
Tb(FeGe)6,0.0
Dy(FeGe)2,0.0
Ho(FeGe)2,0.0
Er(Fe2Ge)2,0.0
Er(FeGe)2,0.0
Tm(FeGe)2,0.0
Tm9(FeGe)10,0
Yb(FeGe)2,0.010200000000000209
Lu(FeGe)6,0.0
HfFeGe,0.0
Hf(FeGe)6,0.0
Th(FeGe)2,0.0
UFeGe,0.0
U2Fe3Ge,0.0
Rb(FeAs)2,0.0
Sr(FeAs)2,0.0
Cs(FeAs)2,0
Ba(FeAs)2,0.0
La(FeAs3)4,0.0
Ce(FeAs3)4,0.38260000000000005
Eu(FeAs)2,0.0
FeSeBr7,1.0044
Rb9Fe2Se7,0.42880000000000007
RbFeSe2,0.0
Rb3(FeSe2)2,0.0
CsFe2Se3,0.0
Ta11(FeSe4)2,0.0
FeTeBr7,1.0596
Ba(FeBr4)2,0.9259000000000001
TlFeBr4,1.0383
Th6FeBr15,0.0
Rb2FeI4,0
Y6FeSb2,0.0
Y5(FeTe)2,0.0
Y7FeI12,0.03190000000000026
Zr6FeSb2,0.0
Zr6FeTe2,0.0
NbFeSb,0.5137999999999998
Ta2FeMo,0.0
Hf2FeTc,0.053899999999999615
TaFeRu2,0
FeSnRh2,0.0
U2Fe2Sn,0.0
La(FeSb3)4,0.16019999999999968
Pr(FeSb3)5,0.5401999999999996
Nd(FeSb3)4,0.022499999999999964
Dy6FeSb2,0.0
Ho6FeSb2,0.0
Tm6FeSb2,0.0
Lu6FeSb2,0.0
Dy6FeTe2,0.0
Hf5FeTe3,0.0
Ta4FeTe4,0.0
CsFeI4,0.7136000000000001
La12Fe2I17,0.0
La2Fe2I,0.0
Pr12Fe2I17,0.008999999999999897
Gd2Fe2I,0
Ho7FeI12,0.016799999999999926
Ho6FeBi2,0.0
Hf2FeOs,0.02210000000000001
Hf2FeIr,0.0
Ta2FeOs,0.021899999999999586
Co2CuGe2,0.0
LaCoCu12,0.0
Tm2CoCu,0.0
ZnCo2Ge,0.011999999999999567
NbZnCo2,0.029600000000000293
HfZnCo2,0.0
TaZnCo2,0.0
YGa5Co,0.11309999999999931
Y4GaCo4,0.0009999999999994458
Y3GaCo3,0.0
Y2(Ga3Co)3,0.0
YGa2Co3,0.0
Y5GaCo5,0.0
ZrGa5Co,0.0530999999999997
Zr6Ga2Co,0.0
NbGaCo2,0.0
CeGa4Co9,0.0
Pr8Ga3Co,0.0
SmGa4Co,0.0
Sm4Ga16Co3,0.0
SmGa2Co,0.0
Sm6GaCo2,0.0
Sm2(Ga3Co)3,0
SmGa5Co,0.0
EuGa3Co2,0.0032000000000005357
Gd2(Ga3Co)3,0
Gd4Ga16Co3,0.01440000000000019
GdGa2Co,0.006600000000000605
TbGa5Co,0
TbGa2Co3,0.0
DyGaCo,0.0
HoGa5Co,0.0
Ho2(Ga3Co)3,0.0
Ho4Ga16Co3,0.0
Ho6GaCo2,0.0
ErGa5Co,0.1493000000000002
Er8Ga3Co,0.03950000000000031
Er4Ga16Co3,0.0
Er2(Ga3Co)3,0.0
ErGaCo,0.0
TmGa5Co,0.06879999999999953
Tm6GaCo2,0.0
Tm8Ga3Co,0.025000000000000355
Yb(Ga4Co)2,0.0
LuGa5Co,0.06289999999999996
Lu2Ga3Co,0.0
HfGa5Co,0.036399999999999544
HfGa2Co,0.0
HfGaCo2,0.0
TaGaCo2,0.0
ThGa4Co,0.0
UGa5Co,0.0
Co2(GeSe)3,0.4079999999999995
Sr(CoGe)2,0.0
Y(CoGe)2,0.0
Zr4Co7Ge6,0
Zr4Co4Ge7,0.0
Nb6Co16Ge7,0.0
CoGeTe,0.053300000000000125
Co2(GeTe)3,0.7490000000000006
La(CoGe)2,0.0
LaCoGe3,0.0
LaCoGe,0.0
Ce(CoGe)2,0.001100000000000101
CeCoGe,0.0013999999999994017
CeCoGe3,0.0
PrCoGe,0.0
PrCoGe3,0.0
Pr(CoGe)2,0.0
NdCoGe3,0.0
Nd(CoGe)2,0
NdCoGe,0.0
SmCoGe,0.0
Sm(CoGe)2,0.0
EuCoGe3,0
Gd(CoGe)2,0.006800000000000139
Tb2Co3Ge5,0.0
TbCoGe,0.0
Tb(CoGe)2,0.0
Dy2Co3Ge5,0
Dy(CoGe)2,0.0
Ho(CoGe)2,0.0
Er2Co3Ge5,0.0
Er(CoGe)2,0.0
Tm(CoGe)2,0.0
Yb(CoGe)2,0.0
Lu(CoGe)2,0.0
Hf6Co16Ge7,0.0
Hf4Co4Ge7,0.010299999999999976
Ta6Co16Ge7,0.04150000000000009
Th(CoGe)2,0.0
UCoGe,0.0
U3Co4Ge7,0.0
U(CoGe)2,0.0
CoAsSe,0.39620000000000033
Sr(CoAs)2,0.0
Zr6CoAs2,0.0
Ba(CoAs)2,0.0
La(CoAs)2,0.0
Ce(CoAs)2,0.0
Pr(CoAs)2,0.0
Nd(CoAs)2,0.0
Eu(CoAs)2,0.0
HfCoAs,0.0
Hf5CoAs3,0.0
UCoAs2,0.0
Co(PdSe)2,0.0
Co2(SnSe)3,0.33840000000000003
Ta11(CoSe4)2,0.0
Rb2CoBr4,0.641
Cs3CoBr5,0.6983
Pr6CoBr10,0.09879999999999978
Gd6CoBr10,0.01750000000000007
Th6CoBr15,0.6808999999999998
Rb2CoI4,0.5542
Y3(Co2Sn)4,0.0
Y6CoBi2,0.00990000000000002
Zr9CoMo4,0.0
Zr2CoTc,0.0
Zr9(In2Co)7,0.0
Zr4In5Co2,0.0
Zr2InCo2,0.0
ZrCo2Sn,0.0
ZrCoSn,0.0
LuZrCo2,0.0
Zr2CoOs,0.0
ZrCoBi,0.9771999999999998
NbCoTe2,0.0
Hf9CoMo4,0.0
Hf2CoTc,0.0
Tm2CoRu,0.12320000000000064
Lu2CoRu,0.14390000000000036
Co(TePd)2,0.0
La4CdCo,0.0
Tb4CdCo,0.0
Dy4CdCo,0.0
Ho4CdCo,0.0
LaIn5Co,0.0
CeIn5Co,0.0
Sm6InCo2,0.0
TbInCo2,0.0
HoIn5Co,0.0
ErIn5Co,0.0
TmIn5Co,0.0
LuInCo4,0.0019000000000000128
Lu14(InCo)3,0.021700000000000053
HfInCo2,0.0
Co2(SnTe)3,0.41710000000000047
La3Co2Sn7,0.0
La3Co4Sn13,0.0
Ce4Co2Sn5,0.0
Nd12Co6Sn,0.0
Sm3Co6Sn5,0.0
TbCoSn,0.0
TbCoSn2,0
DyCoSn,0.0
HoCoSn,0.0
Ho7Co6Sn23,0.0
ErCoSn,0.0
Yb3CoSn6,0.0
LuCo2Sn,0.0
HfCoSn,0.0
HfCo2Sn,0.0
ThCoSn,0.0
U2Co2Sn,0.0
CeCoSb3,0.0025999999999992696
Tb5CoSb2,0.0
Dy5CoSb2,0.0
Ho5CoSb2,0.0
Er5CoSb2,0.0
Th3Co3Sb4,0.0
Ho6CoTe2,0.0
Er5(CoTe)2,0.0
Ta(CoTe)2,0.0
TaCoTe2,0.0
Cs3CoI5,0.7504000000000001
Pr7CoI12,0.06640000000000024
Pr2Co2I,0.0
Tb2Co2I,0.0
Pm2CoIr,0.02689999999999948
Ho2CoOs,0.0
Ho5Co2Bi,0.0
TmLuCo2,0.0
Tm2CoOs,0.0
Tm2CoIr,0.0
Tm6CoBi2,0.0
Hf2CoRe,0.0
Hf6CoBi2,0.0
Zn(GaNi)3,0.0
ZrZnNi4,0.0
Zn2NiRh,0.0
ZnNiSb,0.0
LaZnNi,0.0
La3ZnNi3,0.006199999999999761
Ce2Zn2Ni5,0.01049999999999951
Ce2ZnNi2,0.0
PrZnNi,0.0
TbZnNi,0.0
Tb2ZnNi2,0.0
HfZnNi2,0.0
Zn2NiIr,0.0
UZnNi4,0.00420000000000087
Ga3Ni5Ge2,0.0
YGa2Ni3,0.0
YGa2Ni,0.0
ZrGaNi2,0.0
La2Ga12Ni,0.0
La3(GaNi)2,0.010799999999999699
La3(GaNi2)2,0.0
CeGa2Ni,0
CeGaNi,0.0
Ce2Ga12Ni,0.0
PrGa2Ni,0.006099999999999994
Pr3Ga10Ni,0.0
Nd2Ga12Ni,0.0
NdGa2Ni,0.0
SmGa2Ni,0.006599999999999717
Sm3(GaNi3)2,0.030899999999999928
Eu3(GaNi)4,0.0
DyGa3Ni2,0.0
HoGa2Ni,0.06349999999999945
Ho4Ga21Ni10,0.013399999999999856
HoGaNi,0.0
HoGa4Ni,0.0
ErGa2Ni,0.058900000000000396
TmGa2Ni,0.06730000000000036
YbGa4Ni,0.0
LuGa2Ni,0.06130000000000013
Lu3Ga5Ni,0.0
HfGa2Ni,0.0
HfGaNi2,0.0
UGa5Ni,0.0
UGaNi,0.0
NpGa5Ni,0.01750000000000007
SrNi2Ge,0.0
Sr(NiGe)2,0.0
SrNiGe2,0.0
SrNi3Ge2,0.0
YNi5Ge3,0.01529999999999987
YNiGe3,0.0
Y(NiGe)2,0.0
Zr6Ni16Ge7,0.0
Nb6Ni16Ge7,0.1642999999999999
NiGePd,0.0
La11(Ni2Ge3)2,0.012199999999999989
La(NiGe)2,0.0
LaNiGe2,0.0
Ce(NiGe)2,0.0
CeNiGe2,0.0
CeNiGe,0.001100000000000101
PrNiGe3,0.0
PrNiGe2,0.0
Pr(NiGe)2,0.0
NdNiGe2,0.0
Nd(NiGe)2,0.0
SmNiGe2,0.03289999999999971
Sm(NiGe)2,0.0
SmNiGe3,0.0
EuNiGe3,0.0
EuNiGe,0.0
Eu(NiGe)2,0.0
Gd(NiGe)2,0
TbNiGe,0.0
Tb(NiGe)2,0.0
TbNiGe2,0.0
Dy(NiGe)2,0.0
DyNiGe2,0.0
HoNiGe2,0.0
Ho2NiGe6,0.0
Ho(NiGe)2,0.0
HoNiGe,0.0
ErNi3Ge2,0
ErNiGe,0.0
Er(NiGe)2,0.0
ErNiGe2,0.0
Tm(NiGe)2,0.0
TmNiGe,0.0
Yb(NiGe)2,0.0
YbNiGe2,0.005999999999999339
Lu(NiGe)2,0.0
LuNiGe,0.0
LuNiGe2,0.0
Lu3Ni2Ge3,0.0
Hf3(NiGe)4,0.0
Hf6Ni16Ge7,0
TaNiGe,0.0
NiGePt2,0.0
Ac2NiGe,0.03770000000000007
